"","X.x","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code.x","Species.Latin.x","DBH","X.y","Cultivar.Code.y","Species.Latin.y","Species.Common","Native_SLL","Native_ETF","Origin.Source","Comments"
"124",124,"Loyola",2,"Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",39.2,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"125",125,"Loyola",2,"Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",49.1,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"126",126,"Loyola",2,"Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",35.1,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"127",127,"Loyola",2,"Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",54.4,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"128",128,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",63.1,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"129",129,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",79.4,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"130",130,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",103.6,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"131",131,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",89.7,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"132",132,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",9,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"133",133,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",6.9,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"134",134,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",21.6,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"135",135,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",7.8,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"136",136,"Loyola",2,"Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",4.7,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"137",137,"Loyola",2,"Private","Inst","I","I1005","AC","ACNE","ACNE","Acer Negundo",22.1,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"138",138,"Loyola",2,"Private","Inst","I","I1005","AC","ACNE","ACNE","Acer Negundo",21,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"139",139,"Loyola",2,"Private","Inst","I","I1006","AC","ACNE","ACNE","Acer Negundo",9.2,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"140",140,"Loyola",2,"Private","Inst","I","I1006","AC","ACNE","ACNE","Acer Negundo",6.7,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"141",141,"Loyola",2,"Public","Row","S","S1035","AC","ACNE","ACNE","Acer negundo",26,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"142",142,"Loyola",2,"Public","Row","S","S1091","AC","ACNE","ACNE","Acer negundo",26.7,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"143",143,"Loyola",2,"Private","Private","Y","Y1002","AC","ACNE","ACNE","Acer Negundo",35,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"144",144,"Loyola",2,"Private","Private","Y","Y1004","AC","ACNE","ACNE","Acer Negundo",42,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"145",145,"Loyola",2,"Private","Private","Y","Y1004","AC","ACNE","ACNE","Acer Negundo",30.6,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"146",146,"Loyola",2,"Private","Private","Y","Y1014","AC","ACNE","ACNE","Acer Negundo",29,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"147",147,"Loyola",2,"Private","Private","Y","Y1025","AC","ACNE","ACNE","Acer Negundo",13.4,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"148",148,"Loyola",2,"Private","Private","Y","Y1035","AC","ACNE","ACNE","Acer Negundo",28.6,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"149",149,"Loyola",2,"Private","Private","Y","Y1037","AC","ACNE","ACNE","Acer Negundo",57.9,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"150",150,"Loyola",2,"Private","Private","Y","Y1046","AC","ACNE","ACNE","Acer Negundo",52.2,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"151",151,"Loyola",2,"Private","Private","Y","Y1048","AC","ACNE","ACNE","Acer Negundo",41.6,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"152",152,"Loyola",2,"Private","Private","Y","Y1048","AC","ACNE","ACNE","Acer Negundo",35.8,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"153",153,"Loyola",2,"Private","Private","Y","Y1048","AC","ACNE","ACNE","Acer Negundo",41.7,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"154",154,"Loyola",2,"Private","Private","Y","Y1056","AC","ACNE","ACNE","Acer Negundo",22.5,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"155",155,"Loyola",2,"Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",35.6,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"156",156,"Loyola",2,"Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",65.9,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"157",157,"Loyola",2,"Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",33.8,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"158",158,"Loyola",2,"Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",53.4,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"159",159,"Loyola",2,"Private","Private","Y","Y1069","AC","ACNE","ACNE","Acer Negundo",81.2,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"160",160,"Loyola",2,"Private","Private","Y","Y1069","AC","ACNE","ACNE","Acer Negundo",27.8,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"161",161,"Loyola",2,"Private","Private","Y","Y1069","AC","ACNE","ACNE","Acer Negundo",27.8,5,"ACNE","Acer negundo","Manitoba Maple","N","Y","USDA/TC/LM/Mortens",""
"162",162,"Loyola",2,"Private","Private","Y","Y1004","AC","ACPA","ACPA","Acer Palmatum",6.4,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"163",163,"Loyola",2,"Private","Private","Y","Y1009","AC","ACPA","ACPA","Acer Palmatum",10.6,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"164",164,"Loyola",2,"Private","Private","Y","Y1021","AC","ACPA","ACPA","Acer Palmatum",5.3,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"165",165,"Loyola",2,"Private","Private","Y","Y1023","AC","ACPA","ACPA","Acer Palmatum",30.1,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"166",166,"Loyola",2,"Private","Private","Y","Y1046","AC","ACPA","ACPA","Acer Palmatum",7.5,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"167",167,"Loyola",2,"Private","Private","Y","Y1051","AC","ACPA","ACPA","Acer Palmatum",15.4,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"168",168,"Loyola",2,"Private","Private","Y","Y1062","AC","ACPA","ACPA","Acer Palmatum",8.4,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"169",169,"Loyola",2,"Private","Private","Y","Y1062","AC","ACPA","ACPA","Acer Palmatum",6.3,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"170",170,"Loyola",2,"Private","Private","Y","Y1062","AC","ACPA","ACPA","Acer Palmatum",8.9,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"171",171,"Loyola",2,"Private","Private","Y","Y1081","AC","ACPA","ACPA","Acer Palmatum",35.9,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"172",172,"Loyola",2,"Private","Private","Y","Y1081","AC","ACPA","ACPA","Acer Palmatum",7.1,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"173",173,"Loyola",2,"Private","Private","Y","Y1081","AC","ACPA","ACPA","Acer Palmatum",8.4,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"174",174,"Loyola",2,"Private","Private","Y","Y1088","AC","ACPA","ACPA","Acer Palmatum",46.1,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"175",175,"Loyola",2,"Private","Private","Y","Y1088","AC","ACPA","ACPA","Acer Palmatum",65,7,"ACPA","Acer palmatum","Japanese Maple","N","N","USDA/TC/Mortens",""
"176",176,"Loyola",2,"Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",21.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"177",177,"Loyola",2,"Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",23.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"178",178,"Loyola",2,"Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",24,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"179",179,"Loyola",2,"Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",25.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"180",180,"Loyola",2,"Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",29.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"181",181,"Loyola",2,"Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",30.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"182",182,"Loyola",2,"Public","Park","P","P1002","AC","ACPL","ACPL","Acer Platanoides",10.2,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"183",183,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",5.7,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"184",184,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",6.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"185",185,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",6.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"186",186,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"187",187,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",12.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"188",188,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",15.2,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"189",189,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",18.7,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"190",190,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",21.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"191",191,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",24.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"192",192,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",24.7,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"193",193,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.3,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"194",194,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.3,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"195",195,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"196",196,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"197",197,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"198",198,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.1,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"199",199,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.2,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"200",200,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.7,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"201",201,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.8,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"202",202,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",27.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"203",203,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",28.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"204",204,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"205",205,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"206",206,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"207",207,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"208",208,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"209",209,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29.8,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"210",210,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",30.7,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"211",211,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",31.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"212",212,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",31.8,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"213",213,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",31.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"214",214,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",32.3,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"215",215,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",32.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"216",216,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",32.7,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"217",217,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",33.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"218",218,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",34.1,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"219",219,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",35.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"220",220,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",35.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"221",221,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",40.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"222",222,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",40.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"223",223,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",42.8,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"224",224,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",44.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"225",225,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",46.8,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"226",226,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",52.2,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"227",227,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",57.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"228",228,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",58.1,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"229",229,"Loyola",2,"Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",71.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"230",230,"Loyola",2,"Public","Park","P","P1003","AC","ACPL","ACPL","Acer Platanoides",61,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"231",231,"Loyola",2,"Public","Park","P","P1003","AC","ACPL","ACPL","Acer Platanoides",67.3,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"232",232,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",57.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"233",233,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",62.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"234",234,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",73.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"235",235,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",27.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"236",236,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",29.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"237",237,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",60.7,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"238",238,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",70.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"239",239,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",20.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"240",240,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",24,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"241",241,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",33.9,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"242",242,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",19.1,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"243",243,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",26.3,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"244",244,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",28.8,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"245",245,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",27,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"246",246,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",20.1,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"247",247,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",34.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"248",248,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",24.3,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"249",249,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",60,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"250",250,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",22.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"251",251,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",46.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"252",252,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",78.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"253",253,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",51.1,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"254",254,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",83.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"255",255,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",29.8,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"256",256,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",31.4,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"257",257,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",66.5,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
"258",258,"Loyola",2,"Public","Park","P","P1006","AC","ACPL","ACPL","Acer Platanoides",71.6,8,"ACPL","Acer platanoides","Norway Maple","N","N","USDA/TC",""
